date,country,cases,deaths
4/21/2015,Spain,1,0
4/21/2015,United Kingdom,1,0
4/21/2015,US ,4,1
4/22/2015,Guinea,3136,1943
4/22/2015,Liberia,3151,0
4/22/2015,Mali,7,0
4/22/2015,Nigeria,19,7
4/22/2015,Senegal,1,0
4/22/2015,Sierra Leone,8575,3511
4/22/2015,Spain,1,0
4/22/2015,United Kingdom,1,0
4/22/2015,US ,4,1
4/23/2015,Guinea,3144,1947
4/23/2015,Liberia,3151,0
4/23/2015,Mali,7,0
4/23/2015,Nigeria,19,7
4/23/2015,Senegal,1,0
4/23/2015,Sierra Leone,8581,3519
4/23/2015,Spain,1,0
4/23/2015,United Kingdom,1,0
4/23/2015,US ,4,1
4/24/2015,Guinea,3145,1950
4/24/2015,Liberia,3151,0
4/24/2015,Mali,7,0
4/24/2015,Nigeria,19,7
4/24/2015,Senegal,1,0
4/24/2015,Sierra Leone,8584,3520
4/24/2015,Spain,1,0
4/24/2015,United Kingdom,1,0
4/24/2015,US ,4,1
4/27/2015,Guinea,3154,1959
4/27/2015,Liberia,3151,0
4/27/2015,Mali,7,0
4/27/2015,Nigeria,19,7
4/27/2015,Senegal,1,0
4/27/2015,Sierra Leone,8585,3529
4/27/2015,Spain,1,0
4/27/2015,United Kingdom,1,0
4/27/2015,US ,4,1
4/28/2015,Guinea,3158,1962
4/28/2015,Liberia,3151,0
4/28/2015,Mali,7,0
4/28/2015,Nigeria,19,7
4/28/2015,Senegal,1,0
4/28/2015,Sierra Leone,8586,3533
4/28/2015,Spain,1,0
4/28/2015,United Kingdom,1,0
4/28/2015,US ,4,1
4/30/2015,Guinea,3159,1966
4/30/2015,Liberia,3151,0
4/30/2015,Mali,7,0
4/30/2015,Nigeria,19,7
4/30/2015,Senegal,1,0
4/30/2015,Sierra Leone,8588,3535
4/30/2015,Spain,1,0
4/30/2015,United Kingdom,1,0
4/30/2015,US ,4,1
5/1/2015,Guinea,3161,1968
5/1/2015,Liberia,3151,0
5/1/2015,Mali,7,0
5/1/2015,Nigeria,19,7
5/1/2015,Senegal,1,0
5/1/2015,Sierra Leone,8590,3535
5/1/2015,Spain,1,0
5/1/2015,United Kingdom,1,0
5/1/2015,US ,4,1
5/4/2015,Guinea,3163,1970
5/4/2015,Liberia,3151,0
5/4/2015,Mali,7,0
5/4/2015,Nigeria,19,7
5/4/2015,Senegal,1,0
5/4/2015,Sierra Leone,8592,3536
5/4/2015,Spain,1,0
5/4/2015,United Kingdom,1,0
5/4/2015,US ,4,1
5/5/2015,Guinea,3167,1971
5/5/2015,Liberia,3151,0
5/5/2015,Mali,7,0
5/5/2015,Nigeria,19,7
5/5/2015,Senegal,1,0
5/5/2015,Sierra Leone,8595,3537
5/5/2015,Spain,1,0
5/5/2015,United Kingdom,1,0
5/5/2015,US ,4,1
5/6/2015,Guinea,3167,1971
5/6/2015,Liberia,3151,0
5/6/2015,Mali,7,0
5/6/2015,Nigeria,19,7
5/6/2015,Senegal,1,0
5/6/2015,Sierra Leone,8595,3537
5/6/2015,Spain,1,0
5/6/2015,United Kingdom,1,0
5/6/2015,US ,4,1
5/7/2015,Guinea,3170,1972
5/7/2015,Liberia,3151,0
5/7/2015,Mali,7,0
5/7/2015,Nigeria,19,7
5/7/2015,Senegal,1,0
5/7/2015,Sierra Leone,8597,3538
5/7/2015,Spain,1,0
5/7/2015,United Kingdom,1,0
5/7/2015,US ,4,1
5/8/2015,Guinea,3170,1972
5/8/2015,Liberia,3151,0
5/8/2015,Mali,7,0
5/8/2015,Nigeria,19,7
5/8/2015,Senegal,1,0
5/8/2015,Sierra Leone,8597,3538
5/8/2015,Spain,1,0
5/8/2015,United Kingdom,1,0
5/8/2015,US ,4,1
5/11/2015,Guinea,3173,1976
5/11/2015,Liberia,3151,0
5/11/2015,Mali,7,0
5/11/2015,Nigeria,19,7
5/11/2015,Senegal,1,0
5/11/2015,Sierra Leone,8597,3538
5/11/2015,Spain,1,0
5/11/2015,United Kingdom,1,0
5/11/2015,US ,4,1
5/12/2015,Guinea,3174,1977
5/12/2015,Liberia,3151,0
5/12/2015,Mali,7,0
5/12/2015,Nigeria,19,7
5/12/2015,Senegal,1,0
5/12/2015,Sierra Leone,8597,3538
5/12/2015,Spain,1,0
5/12/2015,United Kingdom,1,0
5/12/2015,US ,4,1
5/13/2015,Guinea,3173,1976
5/13/2015,Liberia,3151,0
5/13/2015,Mali,7,0
5/13/2015,Nigeria,19,7
5/13/2015,Senegal,1,0
5/13/2015,Sierra Leone,8597,3538
5/13/2015,Spain,1,0
5/13/2015,United Kingdom,1,0
5/13/2015,US ,4,1
5/14/2015,Guinea,3187,1980
5/14/2015,Italy,1,0
5/14/2015,Liberia,3151,0
5/14/2015,Mali,7,0
5/14/2015,Nigeria,19,7
5/14/2015,Senegal,1,0
5/14/2015,Sierra Leone,8597,3538
5/14/2015,Spain,1,0
5/14/2015,United Kingdom,1,0
5/14/2015,US ,4,1
5/15/2015,Guinea,3189,1982
5/15/2015,Italy,1,0
5/15/2015,Liberia,3151,0
5/15/2015,Mali,7,0
5/15/2015,Nigeria,19,7
5/15/2015,Senegal,1,0
5/15/2015,Sierra Leone,8598,3538
5/15/2015,Spain,1,0
5/15/2015,United Kingdom,1,0
5/15/2015,US ,4,1
5/18/2015,Guinea,3195,1986
5/18/2015,Italy,1,0
5/18/2015,Liberia,3151,0
5/18/2015,Mali,7,0
5/18/2015,Nigeria,19,7
5/18/2015,Senegal,1,0
5/18/2015,Sierra Leone,8603,3540
5/18/2015,Spain,1,0
5/18/2015,United Kingdom,1,0
5/18/2015,US ,4,1
5/19/2015,Guinea,3201,1988
5/19/2015,Italy,1,0
5/19/2015,Liberia,3151,0
5/19/2015,Mali,7,0
5/19/2015,Nigeria,19,7
5/19/2015,Senegal,1,0
5/19/2015,Sierra Leone,8605,3541
5/19/2015,Spain,1,0
5/19/2015,United Kingdom,1,0
5/19/2015,US ,4,1
5/20/2015,Guinea,3201,1988
5/20/2015,Italy,1,0
5/20/2015,Liberia,3151,0
5/20/2015,Mali,7,0
5/20/2015,Nigeria,19,7
5/20/2015,Senegal,1,0
5/20/2015,Sierra Leone,8605,3541
5/20/2015,Spain,1,0
5/20/2015,United Kingdom,1,0
5/20/2015,US ,4,1
5/21/2015,Guinea,3204,1990
5/21/2015,Italy,1,0
5/21/2015,Liberia,3151,0
5/21/2015,Mali,7,0
5/21/2015,Nigeria,19,7
5/21/2015,Senegal,1,0
5/21/2015,Sierra Leone,8607,3541
5/21/2015,Spain,1,0
5/21/2015,United Kingdom,1,0
5/21/2015,US ,4,1
5/22/2015,Guinea,3205,1993
5/22/2015,Italy,1,0
5/22/2015,Liberia,3151,0
5/22/2015,Mali,7,0
5/22/2015,Nigeria,19,7
5/22/2015,Senegal,1,0
5/22/2015,Sierra Leone,8608,3541
5/22/2015,Spain,1,0
5/22/2015,United Kingdom,1,0
5/22/2015,US ,4,1
5/25/2015,Guinea,3208,1999
5/25/2015,Italy,1,0
5/25/2015,Liberia,3151,0
5/25/2015,Mali,7,0
5/25/2015,Nigeria,19,7
5/25/2015,Senegal,1,0
5/25/2015,Sierra Leone,8608,3542
5/25/2015,Spain,1,0
5/25/2015,United Kingdom,1,0
5/25/2015,US ,4,1
5/26/2015,Guinea,3210,2001
5/26/2015,Italy,1,0
5/26/2015,Liberia,3151,0
5/26/2015,Mali,7,0
5/26/2015,Nigeria,19,7
5/26/2015,Senegal,1,0
5/26/2015,Sierra Leone,8608,3542
5/26/2015,Spain,1,0
5/26/2015,United Kingdom,1,0
5/26/2015,US ,4,1
5/27/2015,Guinea,3210,2001
5/27/2015,Italy,1,0
5/27/2015,Liberia,3151,0
5/27/2015,Mali,7,0
5/27/2015,Nigeria,19,7
5/27/2015,Senegal,1,0
5/27/2015,Sierra Leone,8608,3542
5/27/2015,Spain,1,0
5/27/2015,United Kingdom,1,0
5/27/2015,US ,4,1
5/28/2015,Guinea,3214,2004
5/28/2015,Italy,1,0
5/28/2015,Liberia,3151,0
5/28/2015,Mali,7,0
5/28/2015,Nigeria,19,7
5/28/2015,Senegal,1,0
5/28/2015,Sierra Leone,8611,3545
5/28/2015,Spain,1,0
5/28/2015,United Kingdom,1,0
5/28/2015,US ,4,1
5/29/2015,Guinea,3216,2006
5/29/2015,Italy,1,0
5/29/2015,Liberia,3151,0
5/29/2015,Mali,7,0
5/29/2015,Nigeria,19,7
5/29/2015,Senegal,1,0
5/29/2015,Sierra Leone,8614,3545
5/29/2015,Spain,1,0
5/29/2015,United Kingdom,1,0
5/29/2015,US ,4,1
6/1/2015,Guinea,3220,2009
6/1/2015,Italy,1,0
6/1/2015,Liberia,3151,0
6/1/2015,Mali,7,0
6/1/2015,Nigeria,19,7
6/1/2015,Senegal,1,0
6/1/2015,Sierra Leone,8618,3545
6/1/2015,Spain,1,0
6/1/2015,United Kingdom,1,0
6/1/2015,US ,4,1
6/2/2015,Guinea,3223,2010
6/2/2015,Italy,1,0
6/2/2015,Liberia,3151,0
6/2/2015,Mali,7,0
6/2/2015,Nigeria,19,7
6/2/2015,Senegal,1,0
6/2/2015,Sierra Leone,8620,3546
6/2/2015,Spain,1,0
6/2/2015,United Kingdom,1,0
6/2/2015,US ,4,1
6/3/2015,Guinea,3223,2010
6/3/2015,Italy,1,0
6/3/2015,Liberia,3151,0
6/3/2015,Mali,7,0
6/3/2015,Nigeria,19,7
6/3/2015,Senegal,1,0
6/3/2015,Sierra Leone,8620,3546
6/3/2015,Spain,1,0
6/3/2015,United Kingdom,1,0
6/3/2015,US ,4,1
6/4/2015,Guinea,3227,2012
6/4/2015,Italy,1,0
6/4/2015,Liberia,3151,0
6/4/2015,Mali,7,0
6/4/2015,Nigeria,19,7
6/4/2015,Senegal,1,0
6/4/2015,Sierra Leone,8623,3546
6/4/2015,Spain,1,0
6/4/2015,United Kingdom,1,0
6/4/2015,US ,4,1
6/5/2015,Guinea,3228,2012
6/5/2015,Italy,1,0
6/5/2015,Liberia,3151,0
6/5/2015,Mali,7,0
6/5/2015,Nigeria,19,7
6/5/2015,Senegal,1,0
6/5/2015,Sierra Leone,8624,3546
6/5/2015,Spain,1,0
6/5/2015,United Kingdom,1,0
6/5/2015,US ,4,1
6/8/2015,Guinea,3237,2016
6/8/2015,Italy,1,0
6/8/2015,Liberia,3151,0
6/8/2015,Mali,7,0
6/8/2015,Nigeria,19,7
6/8/2015,Senegal,1,0
6/8/2015,Sierra Leone,8630,3547
6/8/2015,Spain,1,0
6/8/2015,United Kingdom,1,0
6/8/2015,US ,4,1
6/9/2015,Guinea,3239,2018
6/9/2015,Italy,1,0
6/9/2015,Liberia,3151,0
6/9/2015,Mali,7,0
6/9/2015,Nigeria,19,7
6/9/2015,Senegal,1,0
6/9/2015,Sierra Leone,8635,3549
6/9/2015,Spain,1,0
6/9/2015,United Kingdom,1,0
6/9/2015,US ,4,1
6/10/2015,Guinea,3239,2018
6/10/2015,Italy,1,0
6/10/2015,Liberia,3151,0
6/10/2015,Mali,7,0
6/10/2015,Nigeria,19,7
6/10/2015,Senegal,1,0
6/10/2015,Sierra Leone,8635,3549
6/10/2015,Spain,1,0
6/10/2015,United Kingdom,1,0
6/10/2015,US ,4,1
6/11/2015,Guinea,3243,2021
6/11/2015,Italy,1,0
6/11/2015,Liberia,3151,0
6/11/2015,Mali,7,0
6/11/2015,Nigeria,19,7
6/11/2015,Senegal,1,0
6/11/2015,Sierra Leone,8638,3551
6/11/2015,Spain,1,0
6/11/2015,United Kingdom,1,0
6/11/2015,US ,4,1
6/12/2015,Guinea,3243,2021
6/12/2015,Italy,1,0
6/12/2015,Liberia,3151,0
6/12/2015,Mali,7,0
6/12/2015,Nigeria,19,7
6/12/2015,Senegal,1,0
6/12/2015,Sierra Leone,8647,3551
6/12/2015,Spain,1,0
6/12/2015,United Kingdom,1,0
6/12/2015,US ,4,1
6/15/2015,Guinea,3249,2024
6/15/2015,Italy,1,0
6/15/2015,Liberia,3151,0
6/15/2015,Mali,7,0
6/15/2015,Nigeria,19,7
6/15/2015,Senegal,1,0
6/15/2015,Sierra Leone,8649,3553
6/15/2015,Spain,1,0
6/15/2015,United Kingdom,1,0
6/15/2015,US ,4,1
6/16/2015,Guinea,3249,2025
6/16/2015,Italy,1,0
6/16/2015,Liberia,3151,0
6/16/2015,Mali,7,0
6/16/2015,Nigeria,19,7
6/16/2015,Senegal,1,0
6/16/2015,Sierra Leone,8649,3553
6/16/2015,Spain,1,0
6/16/2015,United Kingdom,1,0
6/16/2015,US ,4,1
6/17/2015,Guinea,3245,2025
6/17/2015,Italy,1,0
6/17/2015,Liberia,3151,0
6/17/2015,Mali,7,0
6/17/2015,Nigeria,19,7
6/17/2015,Senegal,1,0
6/17/2015,Sierra Leone,8649,3553
6/17/2015,Spain,1,0
6/17/2015,United Kingdom,1,0
6/17/2015,US ,4,1
6/18/2015,Guinea,3246,2026
6/18/2015,Italy,1,0
6/18/2015,Liberia,3151,0
6/18/2015,Mali,7,0
6/18/2015,Nigeria,19,7
6/18/2015,Senegal,1,0
6/18/2015,Sierra Leone,8651,3556
6/18/2015,Spain,1,0
6/18/2015,United Kingdom,1,0
6/18/2015,US ,4,1
6/19/2015,Guinea,3247,2027
6/19/2015,Italy,1,0
6/19/2015,Liberia,3151,0
6/19/2015,Mali,7,0
6/19/2015,Nigeria,19,7
6/19/2015,Senegal,1,0
6/19/2015,Sierra Leone,8654,3560
6/19/2015,Spain,1,0
6/19/2015,United Kingdom,1,0
6/19/2015,US ,4,1
6/22/2015,Guinea,3254,2028
6/22/2015,Italy,1,0
6/22/2015,Liberia,3151,0
6/22/2015,Mali,7,0
6/22/2015,Nigeria,19,7
6/22/2015,Senegal,1,0
6/22/2015,Sierra Leone,8657,3562
6/22/2015,Spain,1,0
6/22/2015,United Kingdom,1,0
6/22/2015,US ,4,1
6/23/2015,Guinea,3257,2030
6/23/2015,Italy,1,0
6/23/2015,Liberia,3151,0
6/23/2015,Mali,7,0
6/23/2015,Nigeria,19,7
6/23/2015,Senegal,1,0
6/23/2015,Sierra Leone,8657,3562
6/23/2015,Spain,1,0
6/23/2015,United Kingdom,1,0
6/23/2015,US ,4,1
6/24/2015,Guinea,3257,2030
6/24/2015,Italy,1,0
6/24/2015,Liberia,3151,0
6/24/2015,Mali,7,0
6/24/2015,Nigeria,19,7
6/24/2015,Senegal,1,0
6/24/2015,Sierra Leone,8657,3562
6/24/2015,Spain,1,0
6/24/2015,United Kingdom,1,0
6/24/2015,US ,4,1
6/25/2015,Guinea,3264,2037
6/25/2015,Italy,1,0
6/25/2015,Liberia,3151,0
6/25/2015,Mali,7,0
6/25/2015,Nigeria,19,7
6/25/2015,Senegal,1,0
6/25/2015,Sierra Leone,8660,3565
6/25/2015,Spain,1,0
6/25/2015,United Kingdom,1,0
6/25/2015,US ,4,1
6/26/2015,Guinea,3266,2037
6/26/2015,Italy,1,0
6/26/2015,Liberia,3151,0
6/26/2015,Mali,7,0
6/26/2015,Nigeria,19,7
6/26/2015,Senegal,1,0
6/26/2015,Sierra Leone,8662,3565
6/26/2015,Spain,1,0
6/26/2015,United Kingdom,1,0
6/26/2015,US ,4,1
6/29/2015,Guinea,3268,2039
6/29/2015,Italy,1,0
6/29/2015,Liberia,3151,0
6/29/2015,Mali,7,0
6/29/2015,Nigeria,19,7
6/29/2015,Senegal,1,0
6/29/2015,Sierra Leone,8664,3566
6/29/2015,Spain,1,0
6/29/2015,United Kingdom,1,0
6/29/2015,US ,4,1
6/30/2015,Guinea,3269,2039
6/30/2015,Italy,1,0
6/30/2015,Liberia,3151,0
6/30/2015,Mali,7,0
6/30/2015,Nigeria,19,7
6/30/2015,Senegal,1,0
6/30/2015,Sierra Leone,8665,3566
6/30/2015,Spain,1,0
6/30/2015,United Kingdom,1,0
6/30/2015,US ,4,1
7/1/2015,Guinea,3269,2039
7/1/2015,Italy,1,0
7/1/2015,Liberia,3151,0
7/1/2015,Mali,7,0
7/1/2015,Nigeria,19,7
7/1/2015,Senegal,1,0
7/1/2015,Sierra Leone,8665,3566
7/1/2015,Spain,1,0
7/1/2015,United Kingdom,1,0
7/1/2015,US ,4,1
7/2/2015,Guinea,3277,2040
7/2/2015,Italy,1,0
7/2/2015,Liberia,3151,0
7/2/2015,Mali,7,0
7/2/2015,Nigeria,19,7
7/2/2015,Senegal,1,0
7/2/2015,Sierra Leone,8668,3567
7/2/2015,Spain,1,0
7/2/2015,United Kingdom,1,0
7/2/2015,US ,4,1
7/3/2015,Guinea,3279,2042
7/3/2015,Italy,1,0
7/3/2015,Liberia,3154,1
7/3/2015,Mali,7,0
7/3/2015,Nigeria,19,7
7/3/2015,Senegal,1,0
7/3/2015,Sierra Leone,8671,3569
7/3/2015,Spain,1,0
7/3/2015,United Kingdom,1,0
7/3/2015,US ,4,1
7/6/2015,Guinea,3287,2048
7/6/2015,Italy,1,0
7/6/2015,Liberia,3154,1
7/6/2015,Mali,7,0
7/6/2015,Nigeria,19,7
7/6/2015,Senegal,1,0
7/6/2015,Sierra Leone,8673,3574
7/6/2015,Spain,1,0
7/6/2015,United Kingdom,1,0
7/6/2015,US ,4,1
7/7/2015,Guinea,3287,2049
7/7/2015,Italy,1,0
7/7/2015,Liberia,3154,1
7/7/2015,Mali,7,0
7/7/2015,Nigeria,19,7
7/7/2015,Senegal,1,0
7/7/2015,Sierra Leone,8674,3574
7/7/2015,Spain,1,0
7/7/2015,United Kingdom,1,0
7/7/2015,US ,4,1
7/8/2015,Guinea,3287,2049
7/8/2015,Italy,1,0
7/8/2015,Liberia,3154,1
7/8/2015,Mali,7,0
7/8/2015,Nigeria,19,7
7/8/2015,Senegal,1,0
7/8/2015,Sierra Leone,8674,3574
7/8/2015,Spain,1,0
7/8/2015,United Kingdom,1,0
7/8/2015,US ,4,1
7/9/2015,Guinea,3290,2055
7/9/2015,Italy,1,0
7/9/2015,Liberia,3159,1
7/9/2015,Mali,7,0
7/9/2015,Nigeria,19,7
7/9/2015,Senegal,1,0
7/9/2015,Sierra Leone,8675,3575
7/9/2015,Spain,1,0
7/9/2015,United Kingdom,1,0
7/9/2015,US ,4,1
7/10/2015,Guinea,3293,2055
7/10/2015,Italy,1,0
7/10/2015,Liberia,3159,1
7/10/2015,Mali,7,0
7/10/2015,Nigeria,19,7
7/10/2015,Senegal,1,0
7/10/2015,Sierra Leone,8676,3575
7/10/2015,Spain,1,0
7/10/2015,United Kingdom,1,0
7/10/2015,US ,4,1
7/13/2015,Guinea,3299,2056
7/13/2015,Italy,1,0
7/13/2015,Liberia,3159,1
7/13/2015,Mali,7,0
7/13/2015,Nigeria,19,7
7/13/2015,Senegal,1,0
7/13/2015,Sierra Leone,8687,3580
7/13/2015,Spain,1,0
7/13/2015,United Kingdom,1,0
7/13/2015,US ,4,1
7/14/2015,Guinea,3300,2056
7/14/2015,Italy,1,0
7/14/2015,Liberia,3165,2
7/14/2015,Mali,7,0
7/14/2015,Nigeria,19,7
7/14/2015,Senegal,1,0
7/14/2015,Sierra Leone,8688,3581
7/14/2015,Spain,1,0
7/14/2015,United Kingdom,1,0
7/14/2015,US ,4,1
7/15/2015,Guinea,3300,2056
7/15/2015,Italy,1,0
7/15/2015,Liberia,3165,2
7/15/2015,Mali,7,0
7/15/2015,Nigeria,19,7
7/15/2015,Senegal,1,0
7/15/2015,Sierra Leone,8688,3581
7/15/2015,Spain,1,0
7/15/2015,United Kingdom,1,0
7/15/2015,US ,4,1
7/16/2015,Guinea,3304,2056
7/16/2015,Italy,1,0
7/16/2015,Liberia,3165,2
7/16/2015,Mali,7,0
7/16/2015,Nigeria,19,7
7/16/2015,Senegal,1,0
7/16/2015,Sierra Leone,8688,3581
7/16/2015,Spain,1,0
7/16/2015,United Kingdom,1,0
7/16/2015,US ,4,1
7/17/2015,Guinea,3310,2059
7/17/2015,Italy,1,0
7/17/2015,Liberia,3165,2
7/17/2015,Mali,7,0
7/17/2015,Nigeria,19,7
7/17/2015,Senegal,1,0
7/17/2015,Sierra Leone,8688,3581
7/17/2015,Spain,1,0
7/17/2015,United Kingdom,1,0
7/17/2015,US ,4,1
7/20/2015,Guinea,3322,2061
7/20/2015,Italy,1,0
7/20/2015,Liberia,3165,2
7/20/2015,Mali,7,0
7/20/2015,Nigeria,19,7
7/20/2015,Senegal,1,0
7/20/2015,Sierra Leone,8692,3583
7/20/2015,Spain,1,0
7/20/2015,United Kingdom,1,0
7/20/2015,US ,4,1
7/21/2015,Guinea,3322,2062
7/21/2015,Italy,1,0
7/21/2015,Liberia,3165,2
7/21/2015,Mali,7,0
7/21/2015,Nigeria,19,7
7/21/2015,Senegal,1,0
7/21/2015,Sierra Leone,8692,3583
7/21/2015,Spain,1,0
7/21/2015,United Kingdom,1,0
7/21/2015,US ,4,1
7/22/2015,Guinea,3322,2062
7/22/2015,Italy,1,0
7/22/2015,Liberia,3165,2
7/22/2015,Mali,7,0
7/22/2015,Nigeria,19,7
7/22/2015,Senegal,1,0
7/22/2015,Sierra Leone,8692,3583
7/22/2015,Spain,1,0
7/22/2015,United Kingdom,1,0
7/22/2015,US ,4,1
7/23/2015,Guinea,3325,2066
7/23/2015,Italy,1,0
7/23/2015,Liberia,3165,2
7/23/2015,Mali,7,0
7/23/2015,Nigeria,19,7
7/23/2015,Senegal,1,0
7/23/2015,Sierra Leone,8693,3583
7/23/2015,Spain,1,0
7/23/2015,United Kingdom,1,0
7/23/2015,US ,4,1
7/24/2015,Guinea,3325,2066
7/24/2015,Italy,1,0
7/24/2015,Liberia,3165,2
7/24/2015,Mali,7,0
7/24/2015,Nigeria,19,7
7/24/2015,Senegal,1,0
7/24/2015,Sierra Leone,8693,3583
7/24/2015,Spain,1,0
7/24/2015,United Kingdom,1,0
7/24/2015,US ,4,1
7/27/2015,Guinea,3325,2068
7/27/2015,Italy,1,0
7/27/2015,Liberia,3165,2
7/27/2015,Mali,7,0
7/27/2015,Nigeria,19,7
7/27/2015,Senegal,1,0
7/27/2015,Sierra Leone,8694,3585
7/27/2015,Spain,1,0
7/27/2015,United Kingdom,1,0
7/27/2015,US ,4,1
7/28/2015,Guinea,3326,2069
7/28/2015,Italy,1,0
7/28/2015,Liberia,3165,2
7/28/2015,Mali,7,0
7/28/2015,Nigeria,19,7
7/28/2015,Senegal,1,0
7/28/2015,Sierra Leone,8694,3585
7/28/2015,Spain,1,0
7/28/2015,United Kingdom,1,0
7/28/2015,US ,4,1
7/29/2015,Guinea,3326,2069
7/29/2015,Italy,1,0
7/29/2015,Liberia,3165,2
7/29/2015,Mali,7,0
7/29/2015,Nigeria,19,7
7/29/2015,Senegal,1,0
7/29/2015,Sierra Leone,8694,3585
7/29/2015,Spain,1,0
7/29/2015,United Kingdom,1,0
7/29/2015,US ,4,1
7/30/2015,Guinea,3326,2069
7/30/2015,Italy,1,0
7/30/2015,Liberia,3165,2
7/30/2015,Mali,7,0
7/30/2015,Nigeria,19,7
7/30/2015,Senegal,1,0
7/30/2015,Sierra Leone,8694,3585
7/30/2015,Spain,1,0
7/30/2015,United Kingdom,1,0
7/30/2015,US ,4,1
7/31/2015,Guinea,3326,2069
7/31/2015,Italy,1,0
7/31/2015,Liberia,3165,2
7/31/2015,Mali,7,0
7/31/2015,Nigeria,19,7
7/31/2015,Senegal,1,0
7/31/2015,Sierra Leone,8694,3585
7/31/2015,Spain,1,0
7/31/2015,United Kingdom,1,0
7/31/2015,US ,4,1
8/3/2015,Guinea,3327,2070
8/3/2015,Italy,1,0
8/3/2015,Liberia,3165,2
8/3/2015,Mali,7,0
8/3/2015,Nigeria,19,7
8/3/2015,Senegal,1,0
8/3/2015,Sierra Leone,8695,3585
8/3/2015,Spain,1,0
8/3/2015,United Kingdom,1,0
8/3/2015,US ,4,1
8/4/2015,Guinea,3327,2070
8/4/2015,Italy,1,0
8/4/2015,Liberia,3165,2
8/4/2015,Mali,7,0
8/4/2015,Nigeria,19,7
8/4/2015,Senegal,1,0
8/4/2015,Sierra Leone,8695,3585
8/4/2015,Spain,1,0
8/4/2015,United Kingdom,1,0
8/4/2015,US ,4,1
8/5/2015,Guinea,3327,2070
8/5/2015,Italy,1,0
8/5/2015,Liberia,3165,2
8/5/2015,Mali,7,0
8/5/2015,Nigeria,19,7
8/5/2015,Senegal,1,0
8/5/2015,Sierra Leone,8695,3585
8/5/2015,Spain,1,0
8/5/2015,United Kingdom,1,0
8/5/2015,US ,4,1
8/6/2015,Guinea,3329,2072
8/6/2015,Italy,1,0
8/6/2015,Liberia,3165,2
8/6/2015,Mali,7,0
8/6/2015,Nigeria,19,7
8/6/2015,Senegal,1,0
8/6/2015,Sierra Leone,8696,3585
8/6/2015,Spain,1,0
8/6/2015,United Kingdom,1,0
8/6/2015,US ,4,1
8/7/2015,Guinea,3329,2072
8/7/2015,Italy,1,0
8/7/2015,Liberia,3165,2
8/7/2015,Mali,7,0
8/7/2015,Nigeria,19,7
8/7/2015,Senegal,1,0
8/7/2015,Sierra Leone,8696,3585
8/7/2015,Spain,1,0
8/7/2015,United Kingdom,1,0
8/7/2015,US ,4,1
8/10/2015,Guinea,3329,2072
8/10/2015,Italy,1,0
8/10/2015,Liberia,3165,2
8/10/2015,Mali,7,0
8/10/2015,Nigeria,19,7
8/10/2015,Senegal,1,0
8/10/2015,Sierra Leone,8697,3585
8/10/2015,Spain,1,0
8/10/2015,United Kingdom,1,0
8/10/2015,US ,4,1
8/11/2015,Guinea,3329,2072
8/11/2015,Italy,1,0
8/11/2015,Liberia,3165,2
8/11/2015,Mali,7,0
8/11/2015,Nigeria,19,7
8/11/2015,Senegal,1,0
8/11/2015,Sierra Leone,8697,3585
8/11/2015,Spain,1,0
8/11/2015,United Kingdom,1,0
8/11/2015,US ,4,1
8/12/2015,Guinea,3329,2072
8/12/2015,Italy,1,0
8/12/2015,Liberia,3165,2
8/12/2015,Mali,7,0
8/12/2015,Nigeria,19,7
8/12/2015,Senegal,1,0
8/12/2015,Sierra Leone,8697,3585
8/12/2015,Spain,1,0
8/12/2015,United Kingdom,1,0
8/12/2015,US ,4,1
8/13/2015,Guinea,3330,2072
8/13/2015,Italy,1,0
8/13/2015,Liberia,3165,2
8/13/2015,Mali,7,0
8/13/2015,Nigeria,19,7
8/13/2015,Senegal,1,0
8/13/2015,Sierra Leone,8697,3585
8/13/2015,Spain,1,0
8/13/2015,United Kingdom,1,0
8/13/2015,US ,4,1
8/14/2015,Guinea,3330,2072
8/14/2015,Italy,1,0
8/14/2015,Liberia,3165,2
8/14/2015,Mali,7,0
8/14/2015,Nigeria,19,7
8/14/2015,Senegal,1,0
8/14/2015,Sierra Leone,8697,3586
8/14/2015,Spain,1,0
8/14/2015,United Kingdom,1,0
8/14/2015,US ,4,1
8/17/2015,Guinea,3332,2072
8/17/2015,Italy,1,0
8/17/2015,Liberia,3165,2
8/17/2015,Mali,7,0
8/17/2015,Nigeria,19,7
8/17/2015,Senegal,1,0
8/17/2015,Sierra Leone,8697,3586
8/17/2015,Spain,1,0
8/17/2015,United Kingdom,1,0
8/17/2015,US ,4,1
8/18/2015,Guinea,3332,2072
8/18/2015,Italy,1,0
8/18/2015,Liberia,3165,2
8/18/2015,Mali,7,0
8/18/2015,Nigeria,19,7
8/18/2015,Senegal,1,0
8/18/2015,Sierra Leone,8697,3586
8/18/2015,Spain,1,0
8/18/2015,United Kingdom,1,0
8/18/2015,US ,4,1
8/19/2015,Guinea,3332,2072
8/19/2015,Italy,1,0
8/19/2015,Liberia,3165,2
8/19/2015,Mali,7,0
8/19/2015,Nigeria,19,7
8/19/2015,Senegal,1,0
8/19/2015,Sierra Leone,8697,3586
8/19/2015,Spain,1,0
8/19/2015,United Kingdom,1,0
8/19/2015,US ,4,1
8/20/2015,Guinea,3334,2074
8/20/2015,Italy,1,0
8/20/2015,Liberia,3165,2
